"Resource Name","Resource Group","Type","Spent","Location","Meter Name","Meter Category","Meter SubCategory"
"asamplelab9418","samplelabrg883310","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","4.747685","useast2","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"gopinathrec","gopinath-bvrm--azurelabexam","Microsoft.RecoveryServices/vaults","0.048387","westus","Protected Instances","Recovery Services","Backup"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","30.6543","useast2","Standard IO - Page Blob Write Operation Units (in 10,000s)","Data Management",
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.000528","apsoutheast","Data Transfer In (GB)","Networking",
,"8yportalvhdsc30ms13v4zz2","Storage","0.000048","JA West","Standard IO - Table (GB)","Storage","Locally Redundant"
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.000624","eunorth","Data Transfer Out (GB)","Networking",
"testmig2newportalv2","testmigratearm","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.117048","ukwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"forsanjaydisks755","forsanjay","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.000072","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.000624","uscentral","Data Transfer Out (GB)","Networking",
"scriptfile","scriptfiles","Microsoft.Storage/storageAccounts","0.000072","ussouthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"testrgatoreac303","testrg303","Microsoft.Storage/storageAccounts","1.034664","usnorthcentral","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"test112345","testrg345","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","0.0102","apsoutheast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"nelabdisks744","nelab","Microsoft.Storage/storageAccounts","0.456792","useast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"gopinathteststorage2","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","0.7191","useast2","Standard IO - Block Blob Write Operation Units (in 10,000s)","Data Management",
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.000120","uswestcentral","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"DEVVM","RTECHRG","Microsoft.Compute/virtualMachines","0.021768","eastus2","Data Transfer Out (GB)","Networking",
,"teststorage90","Storage","0.014600","South Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"azurebvrm","azurebvrm","Microsoft.Storage/storageAccounts","0.2218","usnorthcentral","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"2tportalvhdsdczqkv0r16sf","Storage","0.014600","West US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"poc3105","poc","Microsoft.Storage/storageAccounts","1.427688","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
,"mmkkuu789","Storage","0.000048","West US","Standard IO - Table (GB)","Storage","Geo Redundant"
,"n5portalvhdswj63sl7hq72f","Storage","0.014500","Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"0qportalvhdshc7f8phrh7ts","Storage","0.014600","East US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.0054","ukwest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"testbackupvault","mytestresourcegroup","Microsoft.RecoveryServices/vaults","0.69147","southcentralus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"ASRVault","ASRservers","Microsoft.RecoveryServices/vaults","2.072959","eastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"rktestdemorgdisks805","rktestdemorg","Microsoft.Storage/storageAccounts","0.536904","uksouth","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"scriptfile","scriptfiles","Microsoft.Storage/storageAccounts","0.0159","ussouthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","3.3292","apeast","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"rtechrgdisks488","rtechrg","Microsoft.Storage/storageAccounts","0.000072","useast2","Standard IO - Table (GB)","Storage","Locally Redundant"
"automationtest","automationtest","Microsoft.Storage/storageAccounts","0.0639","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"forsanjaydiag678","forsanjay","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"gopinathteststorage2","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.000120","eunorth","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","0.017688","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.095064","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Geo Redundant"
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","3.3408","ukwest","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.000072","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.0051","apeast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.015960","uscentral","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.000624","uswestcentral","Data Transfer Out (GB)","Networking",
"poc3105","poc","Microsoft.Storage/storageAccounts","0.1923","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"HydNetwork","Virtual Network","24.000000","","Basic Gateway Hours","Networking","Virtual Network"
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.000096","apsoutheast","Standard IO - Hot Block Blob (GB)","Storage","Read-Access Geo Redundant"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","0.1439","useast2","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
"testrg303diag241","testrg303","Microsoft.Storage/storageAccounts","0.000096","usnorthcentral","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","0.661056","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststoragehari","rgroup","Microsoft.Storage/storageAccounts","0.000072","ussouthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","4.532496","uscentral","Standard IO - Page Blob/Disk (GB)","Storage","Read-Access Geo Redundant"
"rdsautostg","rdsauto","Microsoft.Storage/storageAccounts","5.139624","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"AutomationTest","resourcegrp-bhaskar","Microsoft.RecoveryServices/vaults","0.016129","eastasia","Protected Instances","Recovery Services","Backup"
"forsample599","forsample","Microsoft.Storage/storageAccounts","0.024168","eunorth","Standard IO - Table (GB)","Storage","Locally Redundant"
"gopinathstorage","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","4.464384","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","0.0146","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"MyTestVnet1","Virtual Network","23.000000","","Standard Gateway Hours","Networking","Virtual Network"
"rktestdemorgdisks805","rktestdemorg","Microsoft.Storage/storageAccounts","0.0146","uksouth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"MyTestVnet2","Virtual Network","23.000000","","Standard Gateway Hours","Networking","Virtual Network"
"saitest","testsai","Microsoft.Storage/storageAccounts","0.000624","apsoutheast","Data Transfer Out (GB)","Networking",
"testlaptopMARS","testlaptop","Microsoft.RecoveryServices/vaults","0.027635","southeastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"webapplication3","default-applicationinsights-centralus","microsoft.insights/components","0.032258064516129031","eastus2","Free Apps","Visual Studio","Application Insights"
"testvmasr","ASRservers","Microsoft.RecoveryServices/vaults","0.442225","northeurope","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"sudhakarp445","sudhakarprg832351","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"rdslabrgdisksad276","rdslabrg","Microsoft.Storage/storageAccounts","0.000072","jawest","Standard IO - Table (GB)","Storage","Locally Redundant"
"Testvault","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-East-US","microsoft.backup/BackupVault","0.064516","eastus","Protected Instances","Recovery Services","Backup"
,"vg1","Storage","0.000048","West US","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststoragesql1","testrgsql1","Microsoft.Storage/storageAccounts","0.02472","useast2","Standard IO - Table (GB)","Storage","Locally Redundant"
"azurebvrm","azurebvrm","Microsoft.Storage/storageAccounts","0.0146","usnorthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"nelabdiag609","nelab","Microsoft.Storage/storageAccounts","0.000048","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.0146","ukwest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"poc3105","poc","Microsoft.Storage/storageAccounts","6.6584","apsoutheast","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"rdslabrgdiag897","rdslabrg","Microsoft.Storage/storageAccounts","0.000072","jawest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
,"teststorage90","Storage","0.000048","South Central US","Standard IO - Table (GB)","Storage","Geo Redundant"
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.000624","apsoutheast","Data Transfer Out (GB)","Networking",
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.0051","apeast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"vg1","Storage","0.100320","West US","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.018768","ukwest","Data Transfer Out (GB)","Networking",
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.1439","uswest","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
"forsample599","forsample","Microsoft.Storage/storageAccounts","0.0146","eunorth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asamplelab9418","samplelabrg883310","Microsoft.Storage/storageAccounts","0.0145","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asraz2az","asraz2az","Microsoft.Storage/storageAccounts","0.643128","apsoutheast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"asraz2az","asraz2az","Microsoft.Storage/storageAccounts","0.0066","apsoutheast","Standard IO - Block Blob List Operation Units (in 10,000s)","Data Management",
"rdsstor","rdslabrg","Microsoft.Storage/storageAccounts","0.000528","jawest","Data Transfer In (GB)","Networking",
,"classictwo","Storage","0.014100","Southeast Asia","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rdslabrgdisksad276","rdslabrg","Microsoft.Storage/storageAccounts","0.0146","jawest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"9yportalvhds5hm5fg5gr47m","Storage","0.000024","North Central US","Standard IO - Table (GB)","Storage","Locally Redundant"
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"azbckupvtrktest","bckrgrk","Microsoft.RecoveryServices/vaults","0.000761","southeastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
,"0fportalvhdsv7tlx8fmxv27","Storage","0.014600","JA West","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","3.3408","apsoutheast","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"testingvault","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-East-US","microsoft.backup/BackupVault","0.002803","eastus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","0.0210","uswest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"storageforautomation","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.279096","euwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststoreac666","testazurerg","Microsoft.Storage/storageAccounts","0.000072","ukwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"automationtest","automationtest","Microsoft.Storage/storageAccounts","0.050832","apsoutheast","Standard IO - Block Blob (GB)","Storage","Locally Redundant"
"rkcateststrg","rkcagrp","Microsoft.Storage/storageAccounts","0.000072","uksouth","Standard IO - Table (GB)","Storage","Locally Redundant"
"nelabdiag609","nelab","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"webapp123","default-applicationinsights-centralus","microsoft.insights/components","0.032258064516129031","eastus2","Free Apps","Visual Studio","Application Insights"
"rtechrgdisks488","rtechrg","Microsoft.Storage/storageAccounts","0.0200","useast2","Storage Transactions (in 10,000s)","Data Management",
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.001083","apsoutheast","Geo-Replicated Data Transfer (GB)","Data Management",
"test112345","testrg345","Microsoft.Storage/storageAccounts","0.0161","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"azureratecard","assessmentautomation","Microsoft.Sql/servers","0.833333333333333280","westus","Standard S0 Database Days","Data Services","SQL Database"
"nelabdisks744","nelab","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"storagebhaskar","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.413712","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjurgdisks751","manjurg","Microsoft.Storage/storageAccounts","0.462264","uscentral","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
,"0qportalvhdshc7f8phrh7ts","Storage","0.000600","East US","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
"automationtest","automationtest","Microsoft.Storage/storageAccounts","1.527246","apsoutheast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
,"ThroughScript","Storage","0.011600","East US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"rdslabrgdisksad276","rdslabrg","Microsoft.Storage/storageAccounts","0.0156","jawest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","6.6584","uswest","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
,"8yportalvhdsc30ms13v4zz2","Storage","0.011600","JA West","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"storageforautomation","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.0146","euwest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"gopinathstorage","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.144","uswest","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
,"testmig2newportal","Storage","0.000038","East US","Standard IO - Table (GB)","Storage","Locally Redundant"
"storagebhaskar","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"rebondsstorage","Storage","0.000038","Southeast Asia","Standard IO - Table (GB)","Storage","Locally Redundant"
"samincpaas","assessmentautomation","Microsoft.Sql/servers","0.833333333333333280","westus","Standard S0 Database Days","Data Services","SQL Database"
"asraz2azdiag610","asraz2az","Microsoft.Storage/storageAccounts","0.000072","euwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.001800","eunorth","Standard IO - Block Blob (GB)","Storage","Read-Access Geo Redundant"
"storageforautomation","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.3256","euwest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"rktestdemostrg","rktestdemorg","Microsoft.Storage/storageAccounts","0.1303","uksouth","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"kbportalvhdszbzl0n2ck0gz","Storage","0.000038","East Asia","Standard IO - Table (GB)","Storage","Locally Redundant"
"saitest","testsai","Microsoft.Storage/storageAccounts","0.001083","apsoutheast","Data transfer - Geo-Replication (GB)","Networking","Geo Redundant"
,"testmig2newportal","Storage","0.385453","East US","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"saitest","testsai","Microsoft.Storage/storageAccounts","0.0290","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"rajiv123","rdslabrg","Microsoft.Storage/storageAccounts","0.001081","jawest","Data transfer - Geo-Replication (GB)","Networking","Geo Redundant"
"AAccountClassic","resourcegrp-bhaskar","Microsoft.Automation/automationAccounts","10.1","zone1","Basic Automation Minutes","App Services","Automation"
"rajiv123","rdslabrg","Microsoft.Storage/storageAccounts","0.0289","jawest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","0.25344","apeast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"nelabdisks744","nelab","Microsoft.Storage/storageAccounts","0.1907","useast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"asraz2azdisks442","asraz2az","Microsoft.Storage/storageAccounts","0.032256","euwest","Premium Storage - Page Blob/P10 (Units)","Storage","Locally Redundant"
"teststoragehari","rgroup","Microsoft.Storage/storageAccounts","0.0145","ussouthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rktestdemostrg","rktestdemorg","Microsoft.Storage/storageAccounts","0.962520","uksouth","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"forsanjaydisks755","forsanjay","Microsoft.Storage/storageAccounts","3.665256","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"teststorageforlt","testresourcegroup","Microsoft.Storage/storageAccounts","0.000072","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
"storageforautomation","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","3.3408","euwest","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.0290","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"testrgpdisks781","testrgp","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","1.224282","useast2","Standard IO - Table (GB)","Storage","Locally Redundant"
"labbackup","labexam2","Microsoft.RecoveryServices/vaults","0.461682","eastus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"pocstr","poc","Microsoft.Storage/storageAccounts","0.067200","apsoutheast","Premium Storage - Page Blob/P10 (Units)","Storage","Locally Redundant"
"gopinathstorage2","gopinath-testrg","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"rdsstor","rdslabrg","Microsoft.Storage/storageAccounts","0.000120","jawest","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"asraz2azdiag610","asraz2az","Microsoft.Storage/storageAccounts","0.0183","euwest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testrgpdiag234","testrgp","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"labexam","labexam2","Microsoft.RecoveryServices/vaults","0.459867","southeastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.000528","uswestcentral","Data Transfer In (GB)","Networking",
"scriptfile","scriptfiles","Microsoft.Storage/storageAccounts","0.000288","ussouthcentral","Standard IO - Block Blob (GB)","Storage","Locally Redundant"
"sudhakarp445","sudhakarprg832351","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"teststoragesql1","testrgsql1","Microsoft.Storage/storageAccounts","0.0146","useast2","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testrgatoreac303","testrg303","Microsoft.Storage/storageAccounts","0.000072","usnorthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"testvault","testrg","Microsoft.RecoveryServices/vaults","0.003491","eastus2","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
,"ThroughScript","Storage","0.000038","East US","Standard IO - Table (GB)","Storage","Geo Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.0073","uscentral","Standard IO - Block Blob Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"rdslabrgdiag897","rdslabrg","Microsoft.Storage/storageAccounts","0.000072","jawest","Standard IO - Table (GB)","Storage","Locally Redundant"
"dsamplelab3803","samplelabrg883310","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"gopinathrec","gopinath-bvrm--azurelabexam","Microsoft.RecoveryServices/vaults","2.318778","westus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.44808","apeast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"teststorageforlt","testresourcegroup","Microsoft.Storage/storageAccounts","0.0146","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"testmig2newportal","Storage","0.011600","East US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"teststoreac666","testazurerg","Microsoft.Storage/storageAccounts","0.0145","ukwest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"rebondsstorage","Storage","0.011500","Southeast Asia","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testrgpdisks781","testrgp","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","0.7441","useast2","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"gopinathstorage2","gopinath-testrg","Microsoft.Storage/storageAccounts","0.0145","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testbackupvault","mytestresourcegroup","Microsoft.RecoveryServices/vaults","0.016129","southcentralus","Protected Instances","Recovery Services","Backup"
"ASRVault","ASRservers","Microsoft.RecoveryServices/vaults","0.032258","eastasia","Protected Instances","Recovery Services","Backup"
"PublicIp","NRP-RG","Microsoft.Network/publicIPAddresses","16.99999999999999813","westus","IP Address Hours","Networking","Reserved IP"
"sudhakarp531","sudhakarprg832351","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.000528","eunorth","Data Transfer In (GB)","Networking",
"forsanjaydiag678","forsanjay","Microsoft.Storage/storageAccounts","0.000144","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"TestvmExchange","MANJURG","Microsoft.Compute/virtualMachines","0.000607","centralus","Data Transfer Out (GB)","Networking",
"gopinathteststorage2","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","1.744776","useast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.000699","uswest","Data transfer - Geo-Replication (GB)","Networking","Geo Redundant"
"testbackupvault9","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-South-Central-US","microsoft.backup/BackupVault","0.016129","southcentralus","Protected Instances","Recovery Services","Backup"
,"RGUKTVNET","Virtual Network","23.000000","","Basic Gateway Hours","Networking","Virtual Network"
,"vg1","Storage","0.011600","West US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.000552","uscentral","Data Transfer In (GB)","Networking",
"rktestdemostrg","rktestdemorg","Microsoft.Storage/storageAccounts","0.0146","uksouth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testrgatoreac303","testrg303","Microsoft.Storage/storageAccounts","0.0146","usnorthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"RGUKTBackup","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-Brazil-South","microsoft.backup/BackupVault","0.048387","brazilsouth","Protected Instances","Recovery Services","Backup"
,"automationsa","Storage","0.000076","Southeast Asia","Standard IO - Block Blob (GB)","Storage","Locally Redundant"
"AutomationTest","forsample","Microsoft.Automation/automationAccounts","27.9","zone1","Basic Automation Minutes","App Services","Automation"
"dsamplelab3803","samplelabrg883310","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testrgpdisks781","testrgp","Microsoft.Storage/storageAccounts","0.1919","uswest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","0.7359","useast2","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.01728","ukwest","Data Transfer In (GB)","Networking",
"nelabdisks744","nelab","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"RGUKTdemo","Virtual Network","23.000000","","Basic Gateway Hours","Networking","Virtual Network"
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.0290","eunorth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"rktestdemorgdisks805","rktestdemorg","Microsoft.Storage/storageAccounts","0.000048","uksouth","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.0290","uscentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
